T, Cp, H, S
12750, 20.7887041145, 277165.062175, 367.57040701999415
12800, 20.7886832556, 278204.496858, 367.6880237645792
12850, 20.788662651, 279243.930505, 367.80516755567254
12900, 20.7886422966, 280283.363127, 367.92184217787167
12950, 20.7886221883, 281322.794739, 368.0380513705708
13000, 20.7886023222, 282362.22535, 368.15379882867694
13050, 20.7885826943, 283401.654975, 368.2690882033127
13100, 20.7885633011, 284441.083624, 368.38392310250407
13150, 20.7885441386, 285480.511309, 368.49830709185625
13200, 20.7885252032, 286519.938041, 368.6122436952149
13250, 20.7885064915, 287559.363833, 368.7257363953154
13300, 20.7884879998, 288598.788694, 368.8387886344191
13350, 20.7884697247, 289638.212636, 368.9514038149378
13400, 20.788451663, 290677.63567, 369.06358530004593
13450, 20.7884338111, 291717.057806, 369.1753364142808
13500, 20.7884161661, 292756.479055, 369.286660444132
13550, 20.7883987245, 293795.899426, 369.39756063861915
13600, 20.7883814834, 294835.31893, 369.5080402098588
13650, 20.7883644397, 295874.737578, 369.6181023336211
13700, 20.7883475903, 296914.155378, 369.7277501498752
13750, 20.7883309324, 297953.57234, 369.83698676332534
13800, 20.788314463, 298992.988474, 369.9458152439361
13850, 20.7882981793, 300032.403789, 370.054238627449
13900, 20.7882820786, 301071.818295, 370.16225991588817
13950, 20.788266158, 302111.232, 370.2698820780579
14000, 20.788250415, 303150.644914, 370.3771080500306
14050, 20.7882348469, 304190.057045, 370.48394073562554
14100, 20.788219451, 305229.468401, 370.59038300687956
14150, 20.788204225, 306268.878993, 370.6964377045086
14200, 20.7881891663, 307308.288827, 370.80210763836106
14250, 20.7881742724, 308347.697912, 370.90739558786345
14300, 20.788159541, 309387.106257, 371.012304302457
14350, 20.7881449697, 310426.513869, 371.11683650202804
14400, 20.7881305562, 311465.920756, 371.2209948773289
14450, 20.7881162982, 312505.326927, 371.3247820903927
14500, 20.7881021935, 313544.732389, 371.42820077494014
14550, 20.7880882399, 314584.137149, 371.5312535367793
14600, 20.7880744353, 315623.541215, 371.6339429541985
14650, 20.7880607775, 316662.944595, 371.7362715783522
14700, 20.7880472645, 317702.347295, 371.83824193363984
14750, 20.7880338943, 318741.749324, 371.93985651807867
14800, 20.7880206647, 319781.150687, 372.04111780367003
14850, 20.788007574, 320820.551392, 372.14202823675856
14900, 20.7879946201, 321859.951447, 372.24259023838624
14950, 20.7879818011, 322899.350857, 372.34280620463977
15000, 20.7879691151, 323938.749629, 372.442678506992
15050, 20.7879565604, 324978.14777, 372.5422094926379
15100, 20.7879441352, 326017.545287, 372.64140148482426
15150, 20.7879318376, 327056.942186, 372.74025678317486
15200, 20.7879196659, 328096.338473, 372.83877766400855
15250, 20.7879076184, 329135.734155, 372.93696638065353
15300, 20.7878956934, 330175.129237, 373.03482516375544
15350, 20.7878838893, 331214.523726, 373.1323562215805
15400, 20.7878722044, 332253.917628, 373.22956174031424
15450, 20.7878606372, 333293.310948, 373.32644388435375
15500, 20.787849186, 334332.703693, 373.423004796597
